#4:1;:07;;
#4:1;:07;;
#8:0;:e8;;
#8:0;:e8;;
#5:0;:79;;
#5:0;:79;;
#9:0;:83;;
#9:0;:83;;
#2:0.00;:12;;
#2:0.00;:12;;
#1:0.00;:69;;
#1:0.00;:69;;
#4:1;:07;;
#4:1;:07;;
Speed Controller Stop
@4:0;OK
@2:0;OK
@5:1;0.25
@5:1;0.20
@5:1;0.23
@5:1;0.22
@5:1;0.22
#1:0.35;:95;;
@1:0;OK#2:-7.00;:fe;;

@5:1;0.19
@2:0;OK
@5:1;0.22
@5:1;0.18
@5:1;0.26
@5:1;0.16
#1:0.35;:95;;
@1:0;OK
@5:1;0.24
#2:-6.00;:9c;;
@2:0;OK
@5:1;0.16
@5:1;0.24
@5:1;0.18
@5:1;0.23
#1:0.35;:95;;
@1:0;OK#2:-7.00;:fe;;

@5:1;0.17
@2:0;OK
@5:1;0.26
@5:1;0.17
@5:1;0.18
@5:1;0.25
#1:0.35;:95;;
@1:0;OK
#2:-5.00;:3a;;
@5:1;0.16
@2:0;OK
@5:1;0.22
@5:1;0.16
@5:1;0.31
@5:1;0.15
#1:0.35;:95;;
@1:0;OK
@5:1;0#2:-8.00;:ce;;
.28
@2:0;OK
@5:1;0.21
@5:1;0.22
@5:1;0.17
@5:1;0.19
@#1:0.35;:95;;
5:1;0.25
@1:0;OK
#2:-6.00;:9c;;
@2:0;OK
@5:1;0.18
@5:1;0.26
@5:1;0.24
@5:1;0.22
@#1:0.35;:95;;
5:1;0.22
@1:0;OK
#2:-9.00;:ac;;
@2:0;OK
@5:1;0.15
@5:1;0.29
@5:1;0.10
@5:1;0.30
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
#2:-8.00;:ce;;
@2:0;OK
@5:1;0.22
@5:1;0.21
@5:1;0.17
@5:1;0.26
@5:1;0.20
#1:0.35;:95;;
@1:0;OK
#2:-6.00;:9c;;
@2:0;OK
@5:1;0.23
@5:1;0.22
@5:1;0.17
@5:1;0.20
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
#2:-8.00;:ce;;
@2:0;OK
@5:1;0.22
@5:1;0.17
@5:1;0.23
@5:1;0.16
@5:1;0.25
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@5:1;0.15
@2:0;OK
@5:1;0.24
@5:1;0.18
@5:1;0.18
@5:1;0.27
#1:0.35;:95;;
@1:0;OK#2:-7.00;:fe;;

@5:1;0.17
@2:0;OK
@5:1;0.24
@5:1;0.17
@5:1;0.24
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
@5:1;0.27
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.16
@5:1;0.26
@5:1;0.22
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
#2:-8.00;:ce;;
@5:1;0.21
@2:0;OK
@5:1;0.30
@5:1;0.14
@5:1;0.26
@5:1;0.26
#1:0.35;:95;;
@1:0;OK
@5:#2:-10.00;:f7;;
1;0.19
@2:0;OK
@5:1;0.28
@5:1;0.18
@5:1;0.30
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.15
@5:1;0.21
@5:1;0.20
@5:1;0.26
@5:1;0.20
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.30
@5:1;0.24
@5:1;0.18
@5:1;0.30
@5:1;0.21
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@5:1;0.20
@2:0;OK
@5:1;0.25
@5:1;0.16
@5:1;0.28
@5:1;0.10
#1:0.35;:95;;
@1:0;OK
#2:-11.00;:95;;
@5:1;0.35
@2:0;OK
@5:1;0.16
@5:1;0.22
@5:1;0.25
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
@5:#2:-11.00;:95;;
1;0.26
@2:0;OK
@5:1;0.08
@5:1;0.34
@5:1;0.16
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
@5:1;0.25
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.18
@5:1;0.23
@5:1;0.20
@5:1;0.28
#1:0.35;:95;;
@1:0;OK
@5:1;0.10
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.29
@5:1;0.11
@5:1;0.33
@5:1;0.20
#1:0.35;:95;;
@1:0;OK
@5:1;0.19
#2:-11.00;:95;;
@2:0;OK
@5:1;0.24
@5:1;0.17
@5:1;0.27
@5:1;0.13
#1:0.35;:95;;
@5:1;0.35
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.12
@5:1;0.24
@5:1;0.22
@5:1;0.19
@#1:0.35;:95;;
5:1;0.25
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.16
@5:1;0.30
@5:1;0.14
@5:1;0.20
#1:0.35;:95;;
@5:1;0.26
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.14
@5:1;0.26
@5:1;0.19
@5:1;0.22
@5:1;0.13
#1:0.35;:95;;
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.25
@5:1;0.16
@5:1;0.31
@5:1;0.19
@5:#1:0.35;:95;;
1;0.18
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.24
@5:1;0.15
@5:1;0.27
@5:1;0.19
#1:0.35;:95;;
@5:1;0.20
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.22
@5:1;0.19
@5:1;0.23
@5:1;0.20
@5:1;0.23
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.20
@5:1;0.27
@5:1;0.17
@5:1;0.22
@5:1;0.23
#1:0.35;:95;;
@1:0;OK
#2:-11.00;:95;;
@5:1;0.17
@2:0;OK
@5:1;0.22
@5:1;0.27
@5:1;0.21
@5:1;0.23
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.15
@5:1;0.30
@5:1;0.18
@5:1;0.18
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.21
@5:1;0.17
@5:1;0.28
@5:1;0.24
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
@5#2:-10.00;:f7;;
:1;0.21
@2:0;OK
@5:1;0.18
@5:1;0.25
@5:1;0.18
@5:1;0.20
#1:0.35;:95;;
@1:0;OK
@5:1;0.22
#2:-11.00;:95;;
@2:0;OK
@5:1;0.19
@5:1;0.20
@5:1;0.18
@5:1;0.22
#1:0.35;:95;;
@5:1;0.20
@1:0;OK
#2:-9.00;:ac;;
@2:0;OK
@5:1;0.18
@5:1;0.21
@5:1;0.22
@5:1;0.12
#1:0.35;:95;;
@5:1;0.32
@1:0;OK
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.15
@5:1;0.30
@5:1;0.17
@5:1;0.17
@5:1;0.26
#1:0.35;:95;;
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.20
@5:1;0.18
@5:1;0.22
@5:1;0.24
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@2:0;OK
@5:1;0.20
@5:1;0.22
@5:1;0.14
@5:1;0.29
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
@5:1;0.23#2:-10.00;:f7;;

@2:0;OK
@5:1;0.21
@5:1;0.20
@5:1;0.25
@5:1;0.18
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
@5#2:-10.00;:f7;;
:1;0.22
@2:0;OK
@5:1;0.17
@5:1;0.22
@5:1;0.22
@5:1;0.15
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.30
@2:0;OK
@5:1;0.13
@5:1;0.24
@5:1;0.18
@5:1;0.20
#1:0.35;:95;;
@5:1;0.19
@1:0;OK
#2:-9.00;:ac;;
@2:0;OK
@5:1;0.21
@5:1;0.24
@5:1;0.14
@5:1;0.26
#1:0.35;:95;;
@5:1;0.12
@1:0;OK
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.34
@5:1;0.16
@5:1;0.20
@5:1;0.23
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.24
@5:1;0.17
@5:1;0.31
@5:1;0.16
@5:1;0.24
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.23
@5:1;0.21
@5:1;0.22
@5:1;0.19
@5:1;0.26
#1:0.35;:95;;
@1:0;OK
@5:1;#2:-10.00;:f7;;
0.21
@2:0;OK
@5:1;0.16
@5:1;0.28
@5:1;0.14
@5:1;0.26
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@5:1;0.22
@2:0;OK
@5:1;0.19
@5:1;0.21
@5:1;0.19
@5:1;0.30
#1:0.35;:95;;
@1:0;OK
@5:1;0.12
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.24
@5:1;0.16
@5:1;0.30
@5:1;0.16
@5:1;0.26
#1:0.35;:95;;
@1:0;OK#2:-10.00;:f7;;

@2:0;OK
@5:1;0.22
@5:1;0.26
@5:1;0.20
@5:1;0.21
@5:#1:0.35;:95;;
1;0.22
@1:0;OK
#2:-12.00;:33;;
@5:1;0.23
@2:0;OK
@5:1;0.19
@5:1;0.27
@5:1;0.15
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
@5:1;0.19
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.27
@5:1;0.19
@5:1;0.21
@5:1;0.28
#1:0.35;:95;;
@5:1;0.18
@1:0;OK
#2:-9.00;:ac;;
@2:0;OK
@5:1;0.26
@5:1;0.15
@5:1;0.27
@5:1;0.18
@5:1;0.25
#1:0.35;:95;;
@1:0;OK
#2:-13.00;:51;;
@5:1;0.19
@2:0;OK
@5:1;0.31
@5:1;0.21
@5:1;0.18
@5:1;0.26
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.21
@5:1;0.19
@5:1;0.31
@5:1;0.12
@5:1;0.28
#1:0.35;:95;;
@1:0;OK
#2:-13.00;:51;;
@5:1;0.20
@2:0;OK
@5:1;0.26
@5:1;0.22
@5:1;0.19
@5:1;0.27
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@5:1;0.15
@2:0;OK
@5:1;0.28
@5:1;0.19
@5:1;0.20
@5:1;0.20
#1:0.35;:95;;
@1:0;OK
@5:1;0.21
#2:-13.00;:51;;
@2:0;OK
@5:1;0.26
@5:1;0.21
@5:1;0.22
@5:1;0.21
#1:0.35;:95;;
@5:1;0.20
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.21
@5:1;0.14
@5:1;0.26
@5:1;0.24
@5:1#1:0.35;:95;;
;0.21
@1:0;OK
#2:-13.00;:51;;
@5:1;0.18
@2:0;OK
@5:1;0.25
@5:1;0.14
@5:1;0.27
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
@5:1;0.27
#2:-13.00;:51;;
@2:0;OK
@5:1;0.15
@5:1;0.26
@5:1;0.21
@5:1;0.26
#1:0.35;:95;;
@5:1;0.21
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.20
@5:1;0.21
@5:1;0.21
@5:1;0.20
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.22
@5:1;0.19
@5:1;0.21
@5:1;0.22
@5:1#1:0.35;:95;;
;0.16
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.19
@5:1;0.15
@5:1;0.30
@5:1;0.21
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
#2:-14.00;:78;;
@5:1;0.27
@2:0;OK
@5:1;0.18
@5:1;0.20
@5:1;0.20
@5:1;0.20
#1:0.35;:95;;
@1:0;OK
#2:-14.00;:78;;
@5:1;0.18
@2:0;OK
@5:1;0.23
@5:1;0.14
@5:1;0.34
@5:1;0.12
#1:0.35;:95;;
@5:1;0.23
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.22
@5:1;0.18
@5:1;0.25
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
@5:1;0.27
#2:-14.00;:78;;
@2:0;OK
@5:1;0.16
@5:1;0.20
@5:1;0.26
@5:1;0.17
#1:0.35;:95;;
@1:0;OK
@5:1;0.26
#2:-14.00;:78;;
@2:0;OK
@5:1;0.18
@5:1;0.24
@5:1;0.15
@5:1;0.23
#1:0.35;:95;;
@1:0;OK
@5:1;0.19
#2:-14.00;:78;;
@2:0;OK
@5:1;0.20
@5:1;0.22
@5:1;0.20
@5:1;0.22
#1:0.35;:95;;
@5:1;0.16
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.26
@5:1;0.09
@5:1;0.39
@5:1;0.11
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.25
@5:1;0.18
@5:1;0.25
@5:1;0.17
@5:1;0.27
#1:0.35;:95;;
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.18
@5:1;0.22
@5:1;0.26
@5:1;0.16
@5#1:0.35;:95;;
:1;0.23
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.24
@5:1;0.20
@5:1;0.22
@5:1;0.18
@5:1;0.24
#1:0.35;:95;;
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.17
@5:1;0.22
@5:1;0.18
@5:1;0.23
@5:1;0.12
#1:0.35;:95;;
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.30
@5:1;0.12
@5:1;0.30
@5:1;0.18
@5:#1:0.35;:95;;
1;0.20
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.29
@5:1;0.15
@5:1;0.27
@5:1;0.19
@5:1;0.27
#1:0.35;:95;;
@1:0;OK
@5:1;0.19
#2:-14.00;:78;;
@2:0;OK
@5:1;0.21
@5:1;0.24
@5:1;0.17
@5:1;0.22
@5:1;0.24
#1:0.35;:95;;
@1:0;OK
#2:-14.00;:78;;
@2:0;OK
@5:1;0.21
@5:1;0.25
@5:1;0.13
@5:1;0.33
@5:1;0.15
#1:0.35;:95;;
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.16
@5:1;0.20
@5:1;0.22
@5:1;0.16
@5:1;0.25
#1:0.35;:95;;
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.16
@5:1;0.28
@5:1;0.17
@5:1;0.17
#1:0.35;:95;;
@5:1;0.28
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.06
@5:1;0.37
@5:1;0.12
@5:1;0.26
#1:0.35;:95;;
@5:1;0.21
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.15
@5:1;0.33
@5:1;0.13
@5:1;0.30
#1:0.35;:95;;
@5:1;0.22
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.22
@5:1;0.21
@5:1;0.19
@5:1;0.21
#1:0.35;:95;;
@5:1;0.19
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.22
@5:1;0.26
@5:1;0.17
@5:1;0.23
#1:0.35;:95;;
@5:1;0.18
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.19
@5:1;0.18
@5:1;0.18
@5:1;0.22
#1:0.35;:95;;
@5:1;0.22
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.15
@5:1;0.23
@5:1;0.25
@5:1;0.20
@5:#1:0.35;:95;;
1;0.23
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.15
@5:1;0.33
@5:1;0.13
@5:1;0.25
@#1:0.35;:95;;
5:1;0.23
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.23
@5:1;0.20
@5:1;0.21
@5:1;0.24
@5:1;0.#1:0.35;:95;;
21
@1:0;OK
#2:-13.00;:51;;
@2:0;OK
@5:1;0.21
@5:1;0.27
@5:1;0.14
@5:1;0.22
#1:0.35;:95;;
@5:1;0.29
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.12
@5:1;0.25
@5:1;0.21
@5:1;0.25
@5:1;#1:0.35;:95;;
0.19
@1:0;OK
@5:1;0.19
#2:-12.00;:33;;
@2:0;OK
@5:1;0.20
@5:1;0.21
@5:1;0.20
@5:1;0.20
@5:1;0.23
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.19
@5:1;0.18
@5:1;0.23
@5:1;0.21
@5:1;0#1:0.35;:95;;
.20
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.22
@5:1;0.17
@5:1;0.27
@5:1;0.17
#1:0.35;:95;;
@5:1;0.22
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.24
@5:1;0.17
@5:1;0.22
@5:1;0.19
@5:1;0.27
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.18
@5:1;0.23
@5:1;0.23
@5:1;0.18
@5:1;0.16
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.17
@5:1;0.26
@5:1;0.08
@5:1;0.28
@5:1;0.13
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.26
@5:1;0.13
@5:1;0.23
@5:1;0.24
@5:1;0.16
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@5:1;0.26
@2:0;OK
@5:1;0.21
@5:1;0.22
@5:1;0.20
@5:1;0.20
#1:0.35;:95;;
@1:0;OK
#2:-12.00;:33;;
@2:0;OK
@5:1;0.25
@5:1;0.19
@5:1;0.23
@5:1;0.20
@5:1;0.24
#1:0.35;:95;;
@1:0;OK
@5:#2:-12.00;:33;;
1;0.18
@2:0;OK
@5:1;0.20
@5:1;0.22
@5:1;0.17
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
@5:1;0.18
#2:-12.00;:33;;
@2:0;OK
@5:1;0.19
@5:1;0.16
@5:1;0.22
@5:1;0.12
#1:0.35;:95;;
@5:1;0.32
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.05
@5:1;0.30
@5:1;0.19
@5:1;0.18
@#1:0.35;:95;;
5:1;0.29
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.17
@5:1;0.27
@5:1;0.17
@5:1;0.24
#1:0.35;:95;;
@5:1;0.23
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.18
@5:1;0.24
@5:1;0.25
@5:1;0.22
@5:1;0.23
#1:0.35;:95;;
@1:0;OK
#2:-11.00;:95;;
@5:1;0.21
@2:0;OK
@5:1;0.23
@5:1;0.23
@5:1;0.18
@5:1;0.29
#1:0.35;:95;;
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.11
@5:1;0.32
@5:1;0.10
@5:1;0.32
@5:1;0.17
#1:0.35;:95;;
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.22
@5:1;0.26
@5:1;0.13
@5:1;0.26
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
@5#2:-11.00;:95;;
:1;0.26
@2:0;OK
@5:1;0.17
@5:1;0.20
@5:1;0.22
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
@5:1;0.2#2:-11.00;:95;;
8
@2:0;OK
@5:1;0.21
@5:1;0.21
@5:1;0.22
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
@5:1;0.24#2:-5.00;:3a;;

@2:0;OK
@5:1;0.18
@5:1;0.20
@5:1;0.24
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
@5:1;0.21
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.23
@5:1;0.20
@5:1;0.19
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
@5:1;0.14
#2:-11.00;:95;;
@2:0;OK
@5:1;0.26
@5:1;0.09
@5:1;0.31
@5:1;0.17
#1:0.35;:95;;
@1:0;OK
@5:1;0.22
#2:-11.00;:95;;
@2:0;OK
@5:1;0.21
@5:1;0.18
@5:1;0.31
@5:1;0.17
#1:0.35;:95;;
@1:0;OK
@5:1;0.27
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.18
@5:1;0.26
@5:1;0.16
@5:1;0.30
#1:0.35;:95;;
@5:1;0.20
@1:0;OK
#2:-11.00;:95;;
@2:0;OK
@5:1;0.22
@5:1;0.22
@5:1;0.20
@5:1;0.23
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
@5:1;0.20#2:-10.00;:f7;;

@2:0;OK
@5:1;0.25
@5:1;0.14
@5:1;0.29
@5:1;0.15
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.26
@5:1;0.18
@5:1;0.22
@5:1;0.20
@5:1;0.25
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@5:1;0.15
@2:0;OK
@5:1;0.29
@5:1;0.13
@5:1;0.23
@5:1;0.16
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@5:1;0.16
@2:0;OK
@5:1;0.27
@5:1;0.11
@5:1;0.34
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.21
@5:1;0.20
@5:1;0.22
@5:1;0.26
#1:0.35;:95;;
@5:1;0.18
@1:0;OK
#2:-10.00;:f7;;
@5:1;0.25
@2:0;OK
@5:1;0.18
@5:1;0.18
@5:1;0.23
@5:1;0.25
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.21
@2:0;OK
@5:1;0.23
@5:1;0.14
@5:1;0.33
@5:1;0.12
#1:0.35;:95;;
@1:0;OK#2:-9.00;:ac;;

@5:1;0.23
@2:0;OK
@5:1;0.15
@5:1;0.26
@5:1;0.18
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
@5:1;0.22#2:-10.00;:f7;;

@2:0;OK
@5:1;0.18
@5:1;0.22
@5:1;0.19
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.18
@2:0;OK
@5:1;0.24
@5:1;0.15
@5:1;0.28
@5:1;0.10
#1:0.35;:95;;
@1:0;OK
@5:1;0.28
#2:-10.00;:f7;;
@2:0;OK
@5:1;0.19
@5:1;0.24
@5:1;0.22
@5:1;0.18
@5:1;0.26
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.21
@2:0;OK
@5:1;0.22
@5:1;0.19
@5:1;0.24
@5:1;0.15
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.28
@2:0;OK
@5:1;0.16
@5:1;0.25
@5:1;0.22
@5:1;0.14
#1:0.35;:95;;
@1:0;OK#2:-9.00;:ac;;

@2:0;OK
@5:1;0.31
@5:1;0.07
@5:1;0.36
@5:1;0.14
@5:1;0.24
#1:0.35;:95;;
@1:0;OK
#2:-7.00;:fe;;
@5:1;0.22
@2:0;OK
@5:1;0.15
@5:1;0.34
@5:1;0.15
@5:1;0.29
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.20
@2:0;OK
@5:1;0.20
@5:1;0.23
@5:1;0.22
@5:1;0.21
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@2:0;OK
@5:1;0.22
@5:1;0.17
@5:1;0.30
@5:1;0.18
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.26
@2:0;OK
@5:1;0.16
@5:1;0.23
@5:1;0.16
@5:1;0.23
#1:0.35;:95;;
@1:0;OK
@5:1;0.18
#2:-9.00;:ac;;
@2:0;OK
@5:1;0.19
@5:1;0.23
@5:1;0.23
@5:1;0.18
#1:0.35;:95;;
@1:0;OK#2:-9.00;:ac;;

@5:1;0.22
@2:0;OK
@5:1;0.14
@5:1;0.31
@5:1;0.10
@5:1;0.28
#1:0.35;:95;;
@5:1;0.17
@1:0;OK
#2:-6.00;:9c;;
@2:0;OK
@5:1;0.29
@5:1;0.18
@5:1;0.20
@5:1;0.25
#1:0.35;:95;;
@5:1;0.21
@1:0;OK#2:-8.00;:ce;;

@2:0;OK
@5:1;0.21
@5:1;0.26
@5:1;0.20
@5:1;0.20
@5:1;0.24
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@2:0;OK
@5:1;0.19
@5:1;0.21
@5:1;0.21
@5:1;0.23
@5:1;0.18
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.25
@2:0;OK
@5:1;0.15
@5:1;0.28
@5:1;0.18
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
@5:1;0.#2:-8.00;:ce;;
24
@2:0;OK
@5:1;0.18
@5:1;0.23
@5:1;0.18
@5:1;0.25
#1:0.35;:95;;
@1:0;OK
@5:1;0.17#2:-4.00;:58;;

@2:0;OK
@5:1;0.21
@5:1;0.16
@5:1;0.27
@5:1;0.14
#1:0.35;:95;;
@1:0;OK
@5:1;0.#2:-4.00;:58;;
24
@2:0;OK
@5:1;0.21
@5:1;0.22
@5:1;0.18
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
@5:1;#2:-3.00;:71;;
0.18
@2:0;OK
@5:1;0.22
@5:1;0.19
@5:1;0.24
@5:1;0.25
#1:0.35;:95;;
@5:1;0.18
@1:0;OK
#2:-8.00;:ce;;
@2:0;OK
@5:1;0.22
@5:1;0.19
@5:1;0.19
@5:1;0.20
#1:0.35;:95;;
@5:1;0.19
@1:0;OK#2:-8.00;:ce;;

@2:0;OK
@5:1;0.26
@5:1;0.15
@5:1;0.25
@5:1;0.22
#1:0.35;:95;;
@5:1;0.19
@1:0;OK#2:-8.00;:ce;;

@2:0;OK
@5:1;0.27
@5:1;0.18
@5:1;0.22
@5:1;0.19
@5:1;0.24
#1:0.35;:95;;
@1:0;OK
#2:-8.00;:ce;;
@2:0;OK
@5:1;0.17
@5:1;0.28
@5:1;0.20
@5:1;0.20
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
#2:-8.00;:ce;;
@2:0;OK
@5:1;0.20
@5:1;0.20
@5:1;0.22
@5:1;0.22
@5:1;0.22
#1:0.35;:95;;
@1:0;OK
#2:-8.00;:ce;;
@5:1;0.22
@2:0;OK
@5:1;0.21
@5:1;0.21
@5:1;0.20
@5:1;0.24
#1:0.35;:95;;
@1:0;OK
#2:-8.00;:ce;;
@5:1;0.16
@2:0;OK
@5:1;0.21
@5:1;0.21
@5:1;0.22
@5:1;0.18#1:0.35;:95;;

@1:0;OK#2:1.00;:70;;

@5:1;0.25
@2:0;OK
@5:1;0.17
@5:1;0.20
@5:1;0.16
@5:1;0.26
#1:0.35;:95;;
@1:0;OK
#2:-9.00;:ac;;
@5:1;0.15
@2:0;OK
@5:1;0.27
@5:1;0.19
@5:1;0.22
@5:1;0.20
#1:0.35;:95;;
@1:0;OK
@5#2:-9.00;:ac;;
:1;0.20
@2:0;OK
@5:1;0.23
@5:1;0.22
@5:1;0.24
@5:1;0.17
#1:0.35;:95;;
@1:0;OK
#2:-8.00;:ce;;
@5:1;0.21
@2:0;OK
@5:1;0.24
@5:1;0.18
@5:1;0.18
@5:1;0.28
#1:0.35;:95;;
@1:0;OK
@5:#2:-8.00;:ce;;
1;0.13
@2:0;OK
@5:1;0.24
@5:1;0.21
@5:1;0.25
@5:1;0.19
#1:0.35;:95;;
@1:0;OK
@5:#2:-8.00;:ce;;
1;0.23
@2:0;OK
@5:1;0.19
@5:1;0.20
@5:1;0.19
@5:1;0.21
@5:1;0.22
#1:0.35;:95;;
@1:0;OK#2:-9.00;:ac;;

